rating,genre,year,score,votes,continent,runtime,gross
PG,Action,1984,7.3,18000,Europe,164,27201487
R,Drama,1984,6.5,20000,North America,111,70263155
R,Comedy,1984,6,8000,Europe,109,5142858
R,Horror,1984,7.1,7700,Europe,98,876775
PG,Action,1984,4.9,4600,Europe,117,5778353
R,Action,1984,5.5,14000,North America,101,22812411
PG,Action,1984,6.4,18000,Europe,143,45858563
G,Action,1984,6.9,20000,North America,94,25534703
R,Comedy,1984,6.1,2500,North America,96,11020375
PG-13,Drama,1984,6.5,13000,North America,106,11129057
R,Action,1984,5.3,2700,Europe,87,1337274
PG,Comedy,1984,5.8,6000,North America,90,38682707
R,Drama,1984,7.3,22000,North America,120,1455045
R,Drama,1984,6.7,15000,Europe,95,4389334
PG,Comedy,1984,6.5,7100,North America,95,2193612
PG,Comedy,1984,6.7,4200,North America,108,6045647
R,Horror,1984,5.9,14000,North America,79,2491460
R,Action,1984,6.7,8000,North America,121,6836201
PG,Comedy,1984,6.7,17000,North America,93,36403064
R,Drama,1984,5.4,1800,North America,97,4743119
R,Comedy,1984,4.1,983,Europe,94,10530000
R,Comedy,1984,6.3,1900,North America,90,8289916
R,Horror,1984,6.3,16000,North America,114,48143579
PG,Comedy,1984,3.9,7000,North America,111,21435321
PG-13,Comedy,1984,6.2,5000,North America,100,23859382
R,Comedy,1984,5.6,3300,North America,96,11708269
PG,Drama,1984,5.9,4400,North America,100,6650206
PG,Drama,1984,6.5,3600,North America,105,16595791
R,Comedy,1984,3.7,705,North America,93,4463841
PG,Comedy,1984,5.1,3900,North America,94,15101131
PG-13,Drama,1984,6.6,5100,Europe,128,6551987
PG,Action,1984,5.8,4100,North America,113,11302884
R,Comedy,1984,6.5,11000,North America,115,25068724
R,Action,1984,5.4,4200,North America,92,7610785
R,Action,1984,4.3,1700,North America,81,2886225
R,Action,1984,6,3600,South America,90,13102025
R,Drama,1984,6.2,2300,North America,103,6250994
R,Comedy,1984,6.1,4000,North America,107,27774237
PG-13,Drama,1984,6.3,6500,North America,124,11489982
R,Horror,1984,6,6100,Oceania,95,150463
PG,Horror,1984,7.2,9300,North America,101,21821347
PG,Comedy,1984,6.7,1900,Europe,106,1057368
PG,Comedy,1984,3.7,2300,North America,87,5410972
R,Action,1984,5.9,2200,North America,100,17513452
PG,Comedy,1984,5.8,2900,North America,113,12414210
PG,Action,1984,5.5,9300,North America,93,38348988
R,Drama,1984,7,5100,South America,112,2556800
PG,Drama,1984,6.1,5300,North America,100,7343032
R,Action,1984,6.4,2300,North America,93,3854833
R,Drama,1984,6.1,2000,North America,130,7828841
R,Comedy,1984,6.4,3000,North America,84,727639
R,Comedy,1984,4.8,619,North America,85,2732684
PG-13,Comedy,1984,5.3,3000,Europe,97,8793152
Not Rated,Horror,1984,5.8,1600,North America,100,10435015
R,Comedy,1984,6.8,5700,North America,108,3677209
R,Comedy,1984,5.5,2000,North America,102,4994094
PG,Comedy,1984,7.4,24000,North America,84,10600497
R,Comedy,1984,3.8,5600,North America,94,19265302
PG-13,Comedy,1984,6,2800,North America,118,26080861
PG,Comedy,1984,5.5,4600,North America,96,26186631
R,Action,1984,4.5,2000,North America,89,3739406
PG,Comedy,1984,6.6,1400,North America,105,5021751
R,Comedy,1984,6.3,6800,North America,90,5718573
R,Comedy,1984,6.8,2600,North America,106,2490233
R,Comedy,1984,5.7,1300,North America,105,4561346
R,Comedy,1984,7.4,4200,Europe,101,15726
PG,Comedy,1984,6,2600,North America,96,19928200
R,Horror,1984,5.9,1300,North America,91,2773433
PG-13,Drama,1984,6.1,3000,North America,110,4385312
PG-13,Comedy,1984,6.4,1500,North America,103,1493782
PG,Drama,1984,6.7,1800,North America,105,9640000
PG,Comedy,1984,4.7,3900,North America,82,3772785
R,Drama,1984,5.8,816,North America,116,2075282
PG,Drama,1984,5.2,1400,Europe,108,1393501
R,Drama,1984,6.3,599,North America,94,865915
R,Comedy,1984,5.4,856,North America,96,1467396
Not Rated,Drama,1984,6.3,1800,Europe,122,1009700
PG-13,Drama,1984,3.7,446,North America,93,1689501
PG,Action,1984,6.3,866,North America,93,1142944
PG,Comedy,1984,5.9,807,North America,94,7889694
R,Drama,1984,5.7,634,North America,95,4239154
PG,Action,1984,5.2,1200,North America,91,129268
PG,Drama,1984,6,440,Europe,91,1525532
R,Drama,1984,5.8,822,North America,109,1059966
PG,Drama,1984,5.7,794,North America,110,1820049
R,Comedy,1984,6.5,2600,Europe,92,2527088
PG,Comedy,1984,4.5,212,Europe,92,526805
PG,Comedy,1984,5.4,2400,North America,97,21538850
R,Drama,1984,6.3,653,North America,107,162364
R,Drama,1984,5.2,733,North America,90,1839623
R,Drama,1984,5.9,456,North America,98,148750
PG,Biography,1984,6.5,586,Europe,106,200498
G,Drama,1984,7.6,2500,Europe,90,2411143
PG,Drama,1984,6.6,952,North America,99,1945658
R,Drama,1984,5.8,262,North America,103,343890
PG,Biography,1984,6.1,270,North America,110,2687148
R,Comedy,1984,3.8,424,North America,88,21058033
R,Comedy,1984,5.7,1400,North America,108,837914
Not Rated,Drama,1984,7.3,67,Europe,89,2729
R,Comedy,1984,5.1,216,North America,96,95000
R,Comedy,1984,6.2,105,Europe,90,127426
PG-13,Comedy,1985,6.6,83000,North America,94,38934048
PG,Action,1985,7.8,252000,North America,114,63980721
PG,Action,1985,8.5,1100000,North America,116,381906762
R,Action,1985,7.3,31000,North America,116,17307019
PG,Comedy,1985,7.3,88000,North America,94,14643997
R,Comedy,1985,7.8,367000,North America,97,51525171
PG-13,Comedy,1985,6.7,59000,North America,117,85313124
R,Action,1985,6.5,159000,North America,96,300400432
PG-13,Biography,1985,7.2,27000,North America,120,48230162
PG,Action,1985,6.4,62000,North America,94,15502112
R,Comedy,1985,7.3,56000,North America,91,14237880
R,Drama,1985,6.4,38000,North America,110,37803872
R,Drama,1985,7.9,191000,Europe,132,9949953
R,Drama,1985,7.3,55000,North America,115,41410568
PG,Comedy,1985,6.1,48000,North America,91,33086611
PG,Comedy,1985,7,31000,North America,108,12952019
R,Action,1985,6.7,150000,North America,90,57491000
R,Horror,1985,7.4,89000,North America,112,68706993
PG-13,Drama,1985,7.8,81000,North America,154,98467863
PG-13,Action,1985,7.2,40000,North America,133,32192570
PG,Drama,1985,6.9,192000,North America,91,300473716
PG,Comedy,1985,7.1,42000,North America,97,10297601
R,Action,1985,8.2,117000,Asia,162,4164283
PG-13,Action,1985,7,44000,North America,121,18432000
Not Rated,Drama,1985,7.3,41000,Europe,117,21041453
PG-13,Action,1985,5.1,39000,North America,89,6951415
R,Fantasy,1985,7.1,63000,North America,106,24922237
PG,Action,1985,6.5,20000,North America,109,9873044
PG-13,Action,1985,6.3,129000,Oceania,107,36230219
R,Comedy,1985,7.7,63000,North America,97,10609321
PG,Action,1985,6.3,91000,Europe,131,50327960
PG,Comedy,1985,6.9,49000,North America,98,59612888
R,Drama,1985,4.5,4800,North America,115,12918858
R,Horror,1985,5.5,63000,North America,87,29999213
PG,Comedy,1985,6.3,15000,North America,87,24689703
R,Action,1985,6.2,24000,Europe,101,11603545
PG,Action,1985,7,50000,North America,91,40940662
PG,Biography,1985,7.2,75000,North America,161,227514205
Not Rated,Horror,1985,7.1,65000,North America,101,5000000
PG-13,Comedy,1985,6.5,15000,North America,100,11528900
PG-13,Action,1985,6.2,60000,North America,95,49364621
PG,Action,1985,6.4,45000,North America,102,60088980
R,Comedy,1985,6.2,24000,North America,93,19444631
PG-13,Comedy,1985,5.8,53000,North America,87,55600000
PG,Animation,1985,6.4,33000,North America,80,21288692
R,Horror,1985,4.8,35000,North America,92,21930418
R,Action,1985,7.2,28000,North America,111,7683620
Not Rated,Comedy,1985,7.2,59000,North America,104,2023414
PG,Comedy,1985,6.5,36000,North America,102,45833132
PG-13,Action,1985,6.9,13000,North America,109,25754284
PG-13,Action,1985,6.6,9200,North America,96,3099497
PG-13,Comedy,1985,6,22000,North America,104,27398584
PG,Comedy,1985,6,10000,North America,90,6326051
R,Drama,1985,6.6,8100,North America,107,12993175
R,Drama,1985,6.5,14000,North America,108,40491165
PG-13,Action,1985,6.9,45000,North America,108,12303411
R,Action,1985,6.1,4400,North America,112,9369329
R,Action,1985,5.5,8900,North America,107,19875740
PG,Action,1985,6.1,53000,North America,106,96773200
PG-13,Comedy,1985,5.5,14000,North America,94,10000000
R,Comedy,1985,5.3,7900,North America,82,331816
PG-13,Action,1985,7.6,31000,Asia,100,113164
R,Action,1985,6.5,11000,North America,115,7562164
PG-13,Comedy,1985,7,20000,North America,95,18135531
PG-13,Drama,1985,6.7,6900,North America,136,42160849
R,Comedy,1985,6.5,5900,North America,97,8692426
R,Horror,1985,6.4,25000,North America,95,12361866
R,Drama,1985,7.4,15000,South America,120,17009654
R,Comedy,1985,6.9,15000,Europe,97,2455535
PG-13,Action,1985,6.8,20000,North America,109,19739575
PG-13,Drama,1985,6.5,2200,Europe,92,16785
R,Comedy,1985,4.8,8100,North America,92,20518905
R,Action,1985,6.9,14000,North America,134,18707466
R,Comedy,1985,6.7,23000,North America,130,26657534
R,Drama,1985,6.8,25000,Oceania,91,2123135
Not Rated,Comedy,1985,8,17000,Asia,114,444213
R,Comedy,1985,6.6,6600,North America,90,8622757
PG,Action,1985,5.7,16000,North America,85,4662137
PG,etc,1985,6.3,12000,Europe,99,7840873
R,Biography,1985,8,10000,North America,120,569996
PG-13,Drama,1985,6.2,9300,North America,113,14202899
PG-13,Comedy,1985,6.3,23000,North America,94,13086298
PG-13,Comedy,1985,7,5600,North America,107,30867525
R,Comedy,1985,6.9,4100,North America,104,6070794
PG-13,Drama,1985,6.5,5700,North America,113,1420355
PG,Action,1985,7,5600,North America,101,9708373
R,Comedy,1985,6.5,1800,North America,111,19632
PG,Comedy,1985,6.7,7500,North America,91,91666
PG-13,Action,1985,6.2,7000,North America,101,10806919
R,Action,1985,5.9,14000,North America,92,16116878
PG-13,Action,1985,5.2,13000,North America,100,15057465
R,Action,1985,5.5,14000,North America,95,10499694
R,Action,1985,6.9,9600,Europe,114,24468550
R,Action,1985,5.7,3100,Europe,112,393825
R,Biography,1985,6.8,11000,Europe,131,17130087
PG,Comedy,1985,5,6900,Europe,93,7196872
R,Drama,1985,7,5500,North America,91,2492088
PG-13,Comedy,1985,6.3,4600,North America,90,3852271
PG,Comedy,1985,7.7,48000,North America,82,10631333
PG,Comedy,1985,5.7,15000,North America,92,8645411
Not Rated,Drama,1985,7.6,19000,Europe,101,8349284
PG,Action,1985,6,5500,North America,94,4122748
R,Comedy,1985,5.3,2200,North America,94,3333306
R,Horror,1985,6.1,2900,North America,110,199108
R,Comedy,1985,4.7,1400,North America,91,14100000
R,Action,1985,5.5,9200,North America,107,17536256
PG,Action,1985,5.3,6500,Europe,126,358574
R,Comedy,1985,7,8200,North America,91,10179000
R,Horror,1985,6.6,14000,Europe,104,390659
PG-13,Comedy,1985,5.7,3800,North America,90,10627754
R,Horror,1985,5.3,4000,North America,91,2278264
R,Drama,1985,6.1,2400,North America,106,836156
PG,Action,1985,5.1,3100,North America,95,14972297
R,Action,1985,6.1,7300,North America,101,20345361
PG-13,Comedy,1985,5.7,5300,North America,83,5101
R,Action,1985,4.4,3900,North America,90,5730596
PG-13,Biography,1985,7.1,4400,North America,115,9085049
PG-13,Comedy,1985,4.5,1000,North America,105,1878561
R,Action,1985,4.8,1400,North America,93,5622787
PG,Action,1985,6.3,12000,Europe,107,23717291
R,Horror,1985,6.2,2200,North America,102,8630068
PG-13,Drama,1985,6.6,6900,North America,98,25627836
PG,Comedy,1985,6.5,2100,North America,88,6090497
G,Animation,1985,7.4,2700,North America,86,849915
R,Action,1985,5.7,1900,North America,109,8489518
PG-13,Fantasy,1985,5.3,2900,Europe,118,3558669
PG-13,Comedy,1985,4.5,1800,Europe,90,441137
PG,Action,1985,6.2,6100,Asia,87,4116395
R,Drama,1985,6,2800,Europe,121,6148000
PG-13,Action,1985,5.3,2100,Europe,114,5111099
PG,Drama,1985,7.5,4300,North America,108,7491903
R,Action,1985,5.3,7900,North America,100,10755447
R,Action,1985,5.7,4200,Asia,91,981817
R,Horror,1985,6.1,3800,North America,103,4349446
PG-13,Comedy,1985,6,3700,North America,102,3594997
Not Rated,Drama,1985,7.8,8800,South America,112,69832
R,Comedy,1985,6.5,2900,North America,97,11052713
G,Animation,1985,7.3,2600,North America,100,7660857
R,Drama,1985,6.1,2300,North America,99,1918117
R,Comedy,1985,6.2,3000,North America,107,5349607
Not Rated,Drama,1985,7.7,2500,Asia,119,35336
R,Drama,1985,7.8,9000,Europe,136,34751
PG,Action,1985,5.5,1200,North America,96,1304192
PG,Animation,1985,6.5,2100,Asia,100,3360800
PG,Comedy,1985,5.4,993,North America,98,2564278
R,Action,1985,4.5,1800,North America,88,1057064
G,Animation,1985,5.7,5200,North America,77,22934622
PG,Drama,1985,6.4,404,North America,104,385687
R,Action,1985,5.6,1600,South America,98,220038
R,Drama,1985,6.5,1000,North America,111,8402424
R,Biography,1985,6.7,2500,Europe,96,2174622
PG-13,Action,1985,6.1,2300,Europe,115,1256862
G,etc,1985,6.5,3400,North America,89,13677222
R,Comedy,1985,5.4,1200,North America,109,29815
R,Drama,1985,6.2,511,Europe,90,421201
R,Drama,1985,4.1,243,North America,96,618847
R,Horror,1985,6.1,1100,Europe,93,147070
PG-13,Comedy,1985,5.4,1400,North America,90,3393807
PG,Drama,1985,7,1400,North America,114,305102
PG,Biography,1985,6.8,1500,Europe,94,1215923
PG,Horror,1985,6.5,2100,Europe,96,750000
PG-13,Comedy,1985,4.6,1200,North America,98,2685453
R,Drama,1985,6.8,1400,Europe,102,1299985
R,Comedy,1985,5.9,953,North America,99,12531831
G,Animation,1985,6.9,1100,North America,85,4889971
PG-13,Comedy,1985,6.6,3400,Europe,106,2052466
PG,Drama,1985,4.1,434,North America,92,2864844
R,Action,1985,5.2,487,North America,87,1381091
PG,Action,1985,5.9,934,North America,95,561548
R,Biography,1985,7.5,2800,Europe,144,2357
PG-13,Biography,1985,6.7,861,North America,112,2507995
PG,Comedy,1985,4.2,468,North America,80,372438
PG-13,Comedy,1985,4.7,760,Europe,87,345280
PG,Comedy,1985,6.9,726,Europe,97,2156772
R,Comedy,1985,6.6,545,North America,119,542420
PG-13,Comedy,1985,6.3,155,Europe,84,202428
G,Animation,1985,6.9,207,North America,72,6565359
R,Action,1985,6.7,17000,Europe,126,100000
R,Horror,1985,4.3,3400,North America,97,4782000
PG-13,Comedy,1985,6.1,1500,North America,88,31430
R,Comedy,1985,5.8,610,North America,88,701892
R,Action,1985,6,1100,North America,98,380970
R,Action,1985,5.1,386,Europe,97,181410
R,Drama,1985,7.6,804,Europe,112,141423
R,Comedy,1985,6.9,1300,Oceania,112,660537
PG-13,Action,1985,5,301,North America,90,145975
R,Drama,1985,6.1,122,Europe,88,377551
PG,Comedy,1985,6.4,701,Europe,104,427298
R,Comedy,1985,5.3,128,North America,83,92920
R,Action,1985,4.8,134,North America,90,603000
PG-13,Comedy,1985,5.1,351,Europe,97,179112
PG-13,Drama,1985,6.8,214,North America,95,440438
PG,Action,1985,6.6,192,Oceania,101,8905
Not Rated,Drama,1985,6.5,339,Europe,130,624643
PG,Comedy,1985,6.6,91,Europe,90,26298
R,Horror,1985,4.6,100,Europe,98,110995
Not Rated,Drama,1985,6.9,397,Europe,110,18216
PG-13,Comedy,1985,6.4,166,Europe,91,4264
PG,Drama,1985,5.4,51,North America,91,18000
Not Rated,Drama,1985,5.6,139,Europe,88,372639
R,Action,1986,5.8,3100,Europe,117,483460
PG,Comedy,1986,5.2,976,North America,92,14926
PG-13,Comedy,1986,7.1,2100,Oceania,85,544472
R,Comedy,1986,5.1,1800,North America,91,681337
PG,Action,1986,5.7,2800,Europe,108,112132
PG-13,Comedy,1986,5.4,565,North America,89,1096843
Not Rated,Drama,1986,7.2,2800,North America,90,537681
R,Comedy,1986,5.9,783,North America,88,444746
R,Drama,1986,7.7,3800,South America,105,1500000
PG,Drama,1986,6.7,377,Oceania,98,149440
R,Action,1986,5,592,North America,86,1368912
R,Drama,1986,3.7,922,North America,90,2554
R,Action,1986,4,437,North America,90,63860
PG,Drama,1986,5.9,675,Europe,102,227510
PG,Action,1986,6.9,306000,North America,110,357288178
R,Action,1986,8.3,668000,Europe,137,131060248
R,Action,1986,8.1,374000,North America,89,52287414
PG-13,Comedy,1986,7.8,330000,North America,103,70720215
PG-13,Action,1986,6.6,96000,Oceania,97,328203506
PG,Action,1986,7.4,127000,Europe,101,13915874
R,Action,1986,7.1,127000,Europe,116,5900712
PG-13,Action,1986,7.3,128000,North America,99,11100577
PG-13,Comedy,1986,6.8,76000,North America,97,40479480
R,Drama,1986,8.1,389000,North America,120,138545632
R,Drama,1986,7.7,186000,North America,120,8618766
R,Horror,1986,7.2,68000,North America,120,8621783
PG,Action,1986,4.7,44000,North America,110,37962774
R,Drama,1986,7.6,165000,North America,96,60629159
PG-13,Comedy,1986,7,68000,North America,94,38983045
PG,Action,1986,6.6,28000,North America,117,14302779
PG,Action,1986,6.1,82000,North America,113,115103979
R,Horror,1986,7,17000,North America,99,4600000
R,Drama,1986,6,39000,North America,117,6735922
PG-13,Action,1986,6,53000,North America,94,79817937
PG,Action,1986,7.3,81000,North America,119,109713132
PG,Comedy,1986,6.7,58000,North America,98,40697761
R,Action,1986,5.6,19000,North America,125,17768900
R,Horror,1986,7.7,104000,Europe,130,7153487
PG-13,Action,1986,6,15000,North America,93,3500000
R,Drama,1986,7,77000,North America,119,52293982
PG,Drama,1986,7.5,44000,Europe,114,28607524
R,Drama,1986,6.9,41000,North America,130,42724017
PG,Action,1986,6.9,45000,North America,90,18564613
R,Action,1986,5.8,69000,North America,87,49042224
PG-13,Comedy,1986,6.4,34000,North America,103,41488348
PG,Action,1986,7.4,57000,Europe,125,17502499
Not Rated,Drama,1986,6.6,780,North America,93,1777378
R,Drama,1986,6.2,13000,North America,110,15448384
PG,Comedy,1986,6.5,70000,North America,104,39246734
R,Action,1986,5.5,31000,North America,98,7433663
PG-13,Comedy,1986,6.9,15000,North America,100,8200000
R,Horror,1986,6,40000,North America,86,19472057
PG,Comedy,1986,6.4,54000,North America,91,54999651
PG-13,Comedy,1986,6.6,29000,North America,96,91258000
Not Rated,Drama,1986,7.4,19000,Europe,185,2016851
R,Comedy,1986,6.2,15000,North America,113,38702310
PG-13,Comedy,1986,6.1,32000,North America,86,13167232
Not Rated,Comedy,1986,5.6,29000,North America,101,8025872
PG-13,Action,1986,5.5,14000,North America,117,24159872
PG,Comedy,1986,6.4,14000,North America,93,13431806
R,Horror,1986,6.7,24000,North America,85,1261000
R,Biography,1986,7,30000,Europe,112,2850707
Not Rated,Biography,1986,7,33000,North America,83,609939
R,Horror,1986,7.3,14000,Europe,104,5794184
PG,Comedy,1986,5.4,43000,North America,83,43579163
R,Comedy,1986,6.8,22000,North America,88,591366
PG,Drama,1986,8.1,26000,Europe,149,167292
R,Action,1986,7.2,45000,North America,97,5844868
